class,1-Push&Pull,10-Draw-Zigzag(V),11-Draw-N(V),12-Draw-O(V),13-Draw-1,14-Draw-2,15-Draw-3,16-Draw-4,17-Draw-5,18-Draw-6,19-Draw-7,2-Sweep,20-Draw-8,21-Draw-9,22-Draw-10,3-Clap,4-Slide,5-Draw-N(H),6-Draw-O(H),7-Draw-Rectangle(H),8-Draw-Triangle(H),9-Draw-Zigzag(H)
19-Draw-7,0.62138432264328,0.32658112049102783,0.4760444760322571,0.47241365909576416,0.4720134139060974,0.6127806901931763,0.4990929365158081,0.3490482568740845,0.42137494683265686,0.45584794878959656,1.000000238418579,0.5872452259063721,0.2712191343307495,0.4616030752658844,0.533848762512207,0.6896132230758667,0.4289419651031494,0.46207910776138306,0.5435523390769958,0.5207658410072327,0.5940706729888916,0.5318976044654846
2-Sweep,0.5294142365455627,0.6001268625259399,0.6478978991508484,0.6515505313873291,0.5305609703063965,0.5434325933456421,0.5500621795654297,0.425229549407959,0.3900587260723114,0.60928875207901,0.5872452259063721,1.000000238418579,0.42131584882736206,0.5629527568817139,0.383987158536911,0.6053632497787476,0.5813525915145874,0.4675772488117218,0.4838123619556427,0.5046953558921814,0.480032354593277,0.5841913223266602
20-Draw-8,0.4612694978713989,0.6821591854095459,0.5736196041107178,0.528207540512085,0.2940547466278076,0.3767782151699066,0.5295413732528687,0.631435751914978,0.7031265497207642,0.5437440276145935,0.2712191343307495,0.42131584882736206,0.9999996423721313,0.4962943196296692,0.430777907371521,0.40724635124206543,0.5571341514587402,0.5629960298538208,0.5492450594902039,0.5700068473815918,0.557504415512085,0.3909095525741577
21-Draw-9,0.5758191347122192,0.551504909992218,0.45745283365249634,0.5114525556564331,0.38645055890083313,0.35230308771133423,0.49554577469825745,0.4249986410140991,0.6774776577949524,0.7550823092460632,0.4616030752658844,0.5629527568817139,0.4962943196296692,0.9999998807907104,0.5016984939575195,0.4695965647697449,0.5543568134307861,0.40074723958969116,0.4965202212333679,0.4009053111076355,0.3702452778816223,0.460412859916687
22-Draw-10,0.5235304832458496,0.32382863759994507,0.3682854175567627,0.4185677766799927,0.3799065947532654,0.23492243885993958,0.335112988948822,0.2942821979522705,0.5620554685592651,0.45198237895965576,0.533848762512207,0.383987158536911,0.430777907371521,0.5016984939575195,1.0,0.5127097964286804,0.4756380021572113,0.3174794018268585,0.8119889497756958,0.4697701930999756,0.3883938193321228,0.23055286705493927
3-Clap,0.6397602558135986,0.523081362247467,0.4988000988960266,0.5820276737213135,0.5979509353637695,0.5659886598587036,0.4943840801715851,0.5073347091674805,0.43226826190948486,0.45404088497161865,0.6896132230758667,0.6053632497787476,0.40724635124206543,0.4695965647697449,0.5127097964286804,1.0,0.6486825942993164,0.47671830654144287,0.5762649774551392,0.4539840817451477,0.5135069489479065,0.5788127779960632
4-Slide,0.613980233669281,0.6535450220108032,0.46422016620635986,0.5975738763809204,0.5256409049034119,0.5374231338500977,0.5723704695701599,0.6420544385910034,0.5372047424316406,0.5148115158081055,0.4289419651031494,0.5813525915145874,0.5571341514587402,0.5543568134307861,0.4756380021572113,0.6486825942993164,1.0,0.5584633350372314,0.5960816144943237,0.4633690118789673,0.46432116627693176,0.5889020562171936
5-Draw-N(H),0.5612680315971375,0.5456087589263916,0.5454387664794922,0.5804726481437683,0.46772509813308716,0.5422418117523193,0.5270087718963623,0.5543210506439209,0.4836324155330658,0.47765493392944336,0.46207910776138306,0.4675772488117218,0.5629960298538208,0.40074723958969116,0.3174794018268585,0.47671830654144287,0.5584633350372314,1.0,0.5164010524749756,0.537856936454773,0.744819164276123,0.48524582386016846
6-Draw-O(H),0.6232399940490723,0.5371668338775635,0.5216114521026611,0.6445097923278809,0.4990783929824829,0.35901206731796265,0.4884418249130249,0.4219907522201538,0.6314451694488525,0.4928446412086487,0.5435523390769958,0.4838123619556427,0.5492450594902039,0.4965202212333679,0.8119889497756958,0.5762649774551392,0.5960816144943237,0.5164010524749756,0.9999997615814209,0.6514509916305542,0.5794558525085449,0.41137802600860596
7-Draw-Rectangle(H),0.4324374794960022,0.5560295581817627,0.7143576145172119,0.5673288702964783,0.2858395576477051,0.48086950182914734,0.5296356678009033,0.3296166658401489,0.5318048000335693,0.39756321907043457,0.5207658410072327,0.5046953558921814,0.5700068473815918,0.4009053111076355,0.4697701930999756,0.4539840817451477,0.4633690118789673,0.537856936454773,0.6514509916305542,0.9999998211860657,0.7463006973266602,0.4775444269180298
8-Draw-Triangle(H),0.5132637619972229,0.46558132767677307,0.5993865728378296,0.5767192840576172,0.3676212430000305,0.5354015231132507,0.5519251823425293,0.4296718239784241,0.568683922290802,0.49044567346572876,0.5940706729888916,0.480032354593277,0.557504415512085,0.3702452778816223,0.3883938193321228,0.5135069489479065,0.46432116627693176,0.744819164276123,0.5794558525085449,0.7463006973266602,1.0000001192092896,0.46500420570373535
9-Draw-Zigzag(H),0.5995758771896362,0.5834161639213562,0.44665470719337463,0.5117107629776001,0.4282780885696411,0.7778908610343933,0.6116012334823608,0.6467026472091675,0.335405170917511,0.3667309880256653,0.5318976044654846,0.5841913223266602,0.3909095525741577,0.460412859916687,0.23055286705493927,0.5788127779960632,0.5889020562171936,0.48524582386016846,0.41137802600860596,0.4775444269180298,0.46500420570373535,0.9999998807907104
